transaction_id,customer_id,amount,payment_method,customer_type,subscription_type,payment_status,failure_reason,retry_count,previous_success_rate,days_since_last_payment,checkout_completed,customer_tenure_days,recovered
TX000022,C02325,3356.15,CARD,returning,monthly,success,none,0,0.98,109,0,317,0
TX000023,C01185,647.73,CARD,new,yearly,failed,insufficient_funds,2,0.79,228,1,491,0
TX000024,C00460,649.64,UPI,returning,monthly,success,none,0,0.69,260,0,38,0
TX000025,C00022,510.72,NETBANKING,new,one_time,success,none,1,0.96,363,1,650,0
TX000026,C02301,2633.78,UPI,returning,monthly,failed,expired_card,3,0.72,323,1,449,1
TX000027,C00748,539.46,NETBANKING,returning,yearly,success,none,3,0.9,81,1,264,0
TX000028,C02905,2089.32,UPI,returning,monthly,success,none,3,0.69,337,1,854,0
TX000029,C00475,748.11,CARD,returning,one_time,success,none,1,0.87,273,1,371,0
TX000030,C01083,152.02,UPI,returning,one_time,success,none,0,0.83,289,1,1146,0
TX000031,C02559,619.98,CARD,returning,yearly,success,none,3,0.82,54,1,1366,0
TX000032,C02048,337.27,UPI,new,monthly,failed,insufficient_funds,0,0.65,357,1,186,1
TX000033,C02748,1134.45,UPI,returning,monthly,success,none,1,0.86,285,1,847,0
TX000034,C00976,333.48,UPI,new,one_time,failed,network_error,3,0.88,139,1,286,0
TX000035,C01807,2768.26,UPI,returning,monthly,failed,insufficient_funds,2,0.91,171,1,1042,1
TX000036,C00190,1001.17,UPI,returning,one_time,success,none,1,0.79,33,1,70,0
TX000037,C02735,918.19,UPI,returning,one_time,success,none,2,0.84,35,1,886,0
TX000038,C00563,2113.06,NETBANKING,new,yearly,success,none,1,0.99,343,1,140,0
TX000039,C01900,2875.28,UPI,returning,one_time,success,none,2,0.77,173,1,117,0
TX000040,C01268,1074.81,CARD,returning,one_time,success,none,1,0.47,86,1,359,0
TX000041,C02880,507.15,UPI,new,yearly,failed,network_error,0,0.8,320,1,878,1
TX000042,C01529,186.05,CARD,new,one_time,success,none,0,0.71,232,1,578,0
TX000043,C00647,552.22,UPI,returning,monthly,failed,card_declined,3,0.95,210,1,326,1
TX000044,C02069,591.57,WALLET,returning,monthly,success,none,3,0.69,260,1,1238,0
TX000045,C02889,1220.55,NETBANKING,returning,yearly,failed,bank_timeout,3,0.91,307,1,900,1
TX000046,C02215,776.54,UPI,returning,monthly,success,none,1,0.78,338,0,182,0
TX000047,C01298,2181.86,CARD,returning,monthly,success,none,3,0.93,318,1,1167,0
TX000048,C02436,594.08,UPI,returning,one_time,failed,insufficient_funds,1,0.89,283,1,1061,1
TX000049,C00601,1035.83,CARD,returning,monthly,success,none,2,0.91,62,1,1394,0
TX000050,C02364,3583.11,UPI,returning,yearly,success,none,2,0.85,120,1,286,0
TX000051,C02062,1543.53,UPI,new,one_time,success,none,1,0.89,314,1,1211,0
TX000052,C00242,1032.73,UPI,returning,monthly,success,none,2,0.84,276,1,233,0
TX000053,C02042,600.68,CARD,returning,one_time,success,none,0,0.69,245,1,530,0
TX000054,C02825,582.17,UPI,returning,one_time,success,none,0,0.88,329,1,808,0
TX000055,C02613,468.43,CARD,returning,one_time,success,none,1,0.88,358,1,1422,0
TX000056,C02946,638.42,UPI,new,one_time,failed,expired_card,0,0.9,313,1,875,1
TX000057,C01364,2334.76,UPI,new,yearly,success,none,2,0.86,17,1,427,0
TX000058,C02140,878.41,CARD,returning,yearly,failed,card_declined,3,0.77,293,1,212,0
TX000059,C01391,284.36,NETBANKING,new,monthly,success,none,3,0.74,167,0,740,0
TX000060,C01479,6426.4,NETBANKING,new,monthly,success,none,1,0.91,210,1,246,0
TX000061,C02557,1510.15,CARD,returning,monthly,success,none,0,0.47,124,1,240,0
TX000062,C00776,268.56,CARD,returning,monthly,success,none,3,0.87,16,0,1137,0
TX000063,C00035,704.97,CARD,new,monthly,success,none,3,0.83,348,0,1493,0
TX000064,C02254,1225.23,UPI,returning,one_time,success,none,3,0.78,145,1,28,0
TX000065,C01956,6030.54,UPI,new,monthly,failed,bank_timeout,1,0.75,273,1,274,0
TX000066,C01586,362.09,UPI,returning,monthly,failed,expired_card,0,0.84,323,1,922,1
TX000067,C01022,2910.39,UPI,returning,yearly,success,none,0,0.62,286,1,296,0
TX000068,C02614,4444.78,UPI,new,monthly,failed,expired_card,3,0.89,352,1,67,1
TX000069,C01130,584.84,WALLET,new,yearly,success,none,0,0.71,192,1,1470,0
TX000070,C01501,830.88,UPI,new,monthly,success,none,0,0.92,111,1,1453,0
TX000071,C00703,389.04,CARD,returning,monthly,failed,network_error,3,0.96,42,1,1295,1
TX000072,C02450,894.75,CARD,new,yearly,success,none,1,0.91,326,1,633,0
TX000073,C02778,1057.23,UPI,new,one_time,success,none,3,0.75,162,1,325,0
TX000074,C01580,2121.01,UPI,new,one_time,success,none,0,0.68,336,1,1498,0
TX000075,C00162,3262.29,UPI,returning,monthly,success,none,0,0.68,60,1,480,0
TX000076,C00202,519.0,CARD,new,one_time,success,none,0,0.73,154,1,305,0
TX000077,C01982,153.34,WALLET,returning,one_time,success,none,1,0.97,163,1,552,0
TX000078,C00996,1073.58,UPI,returning,monthly,failed,bank_timeout,0,0.89,199,1,174,1
TX000079,C02318,1470.76,NETBANKING,returning,one_time,success,none,0,0.75,344,1,216,0
TX000080,C00816,1407.29,UPI,returning,yearly,success,none,0,0.67,292,1,301,0
TX000081,C00456,791.02,CARD,returning,yearly,failed,expired_card,1,0.85,121,1,1493,1
TX000082,C01276,1242.34,CARD,returning,monthly,success,none,3,0.9,337,1,1195,0
TX000083,C01017,4991.27,UPI,returning,monthly,success,none,0,0.72,70,1,73,0
TX000084,C02344,1606.37,UPI,returning,monthly,failed,expired_card,0,0.63,356,1,538,1
TX000085,C02768,754.93,UPI,returning,monthly,failed,expired_card,1,0.66,273,1,855,1
TX000086,C00338,665.01,UPI,returning,one_time,success,none,2,0.79,41,1,1434,0
TX000087,C00879,925.33,CARD,new,monthly,failed,card_declined,1,0.94,324,1,93,1
TX000088,C01077,5634.93,UPI,new,monthly,failed,bank_timeout,2,0.82,275,1,812,1
TX000089,C00792,912.97,CARD,new,one_time,success,none,2,0.73,115,1,635,0
TX000090,C02265,1075.14,UPI,returning,monthly,success,none,2,0.64,90,1,460,0
TX000091,C00764,677.01,CARD,returning,monthly,success,none,2,0.81,190,1,853,0
TX000092,C02236,3291.12,CARD,returning,one_time,success,none,2,0.75,331,1,1215,0
TX000093,C00380,7784.09,CARD,returning,monthly,success,none,1,0.92,43,1,772,0
TX000094,C00493,1720.92,UPI,returning,one_time,failed,network_error,0,0.64,96,1,1381,1
TX000095,C01181,1191.27,UPI,new,one_time,success,none,1,0.77,217,1,134,0
TX000096,C02063,1137.72,NETBANKING,returning,monthly,success,none,3,0.85,160,0,19,0
TX000097,C00065,101.06,UPI,returning,yearly,success,none,1,0.81,186,1,1200,0
TX000098,C02569,2310.34,UPI,returning,one_time,success,none,0,0.95,280,1,517,0
TX000099,C01368,1254.09,UPI,returning,yearly,success,none,0,0.85,190,1,1335,0
TX000100,C01153,1683.01,CARD,returning,one_time,success,none,3,0.85,48,1,541,0
TX000101,C02028,538.37,CARD,new,one_time,success,none,3,0.51,358,1,1171,0
TX000102,C02696,746.61,CARD,returning,one_time,failed,card_declined,1,0.67,111,1,456,1
TX000103,C01496,727.04,UPI,returning,one_time,success,none,1,0.73,232,1,1466,0
TX000104,C01163,3046.12,UPI,returning,one_time,success,none,3,0.82,33,1,990,0
TX000105,C01523,750.88,NETBANKING,returning,yearly,success,none,3,0.91,293,1,1280,0
TX000106,C02641,8801.35,UPI,returning,one_time,failed,card_declined,1,0.96,296,1,1322,1
TX000107,C00392,1687.26,UPI,returning,one_time,success,none,3,0.74,181,1,1427,0
TX000108,C01699,306.22,CARD,returning,monthly,success,none,3,0.94,118,1,773,0
TX000109,C00419,964.35,UPI,new,one_time,failed,card_declined,1,0.73,212,0,1029,0
TX000110,C02337,571.53,UPI,new,monthly,success,none,0,0.7,343,0,525,0
TX000111,C00379,122.19,UPI,new,one_time,success,none,3,0.83,235,0,505,0
TX000112,C01797,5428.79,UPI,returning,one_time,success,none,2,0.75,349,1,1448,0
TX000113,C02279,2215.3,UPI,new,monthly,success,none,3,0.72,37,1,698,0
TX000114,C02089,1869.09,NETBANKING,returning,one_time,success,none,1,0.82,61,1,1076,0
TX000115,C02183,1293.88,UPI,returning,one_time,success,none,2,0.9,306,1,191,0
TX000116,C00201,275.33,UPI,returning,one_time,success,none,2,0.87,99,1,422,0
TX000117,C01864,676.13,CARD,new,monthly,success,none,3,0.79,229,0,1469,0
TX000118,C00780,2544.73,WALLET,new,monthly,success,none,1,0.92,91,1,381,0
TX000119,C02978,383.29,UPI,new,monthly,success,none,1,0.83,286,1,306,0
TX000120,C00503,100.0,NETBANKING,new,monthly,failed,network_error,3,0.93,146,1,1,1
TX000121,C02455,873.84,CARD,returning,monthly,success,none,0,0.9,201,1,225,0
TX000122,C01752,951.69,UPI,returning,one_time,success,none,2,0.85,5,1,1344,0
TX000123,C00805,1255.84,UPI,returning,yearly,success,none,1,0.69,274,0,1493,0
TX000124,C02147,2272.23,UPI,returning,yearly,success,none,1,0.89,193,1,4,0
TX000125,C02732,2074.77,CARD,returning,monthly,failed,network_error,3,0.96,212,1,129,1
TX000126,C01896,1420.51,UPI,new,one_time,failed,card_declined,3,0.9,62,1,1251,0
TX000127,C02774,3624.72,UPI,returning,monthly,failed,card_declined,0,0.68,308,1,1024,1
TX000128,C01571,240.09,CARD,new,one_time,success,none,3,0.88,334,1,536,0
TX000129,C00961,1816.35,UPI,returning,monthly,failed,insufficient_funds,1,0.82,230,0,500,1
TX000130,C02661,2051.93,NETBANKING,returning,one_time,success,none,2,0.65,126,1,277,0
TX000131,C01486,317.49,NETBANKING,returning,monthly,success,none,1,0.74,149,1,18,0
TX000132,C02691,243.99,UPI,returning,one_time,success,none,1,0.68,71,1,3,0
TX000133,C01029,520.12,WALLET,new,yearly,failed,network_error,3,0.89,79,0,157,1
TX000134,C00503,565.92,UPI,returning,one_time,success,none,0,0.73,261,1,386,0
TX000135,C02815,2329.52,UPI,returning,monthly,failed,expired_card,2,0.69,112,1,433,1
TX000136,C00398,593.16,UPI,returning,yearly,success,none,3,0.96,6,1,856,0
TX000137,C00871,465.75,CARD,new,one_time,failed,bank_timeout,2,0.74,112,1,454,0
TX000138,C02843,594.88,CARD,new,yearly,success,none,3,0.9,254,1,994,0
TX000139,C00393,3356.43,UPI,returning,one_time,success,none,2,0.68,257,0,169,0
TX000140,C00207,1111.03,UPI,returning,yearly,failed,bank_timeout,1,0.67,166,1,568,1
TX000141,C01039,916.67,UPI,returning,yearly,success,none,1,0.84,133,1,430,0
TX000142,C01882,982.4,NETBANKING,returning,one_time,success,none,3,0.77,318,1,151,0
TX000143,C02940,3992.05,NETBANKING,returning,monthly,failed,bank_timeout,3,0.77,138,1,1328,1
TX000144,C01485,518.44,CARD,returning,one_time,failed,card_declined,1,0.66,176,1,295,1
TX000145,C00864,4086.76,CARD,new,one_time,success,none,3,0.74,323,1,43,0
TX000146,C02791,1353.56,CARD,returning,one_time,success,none,2,0.86,60,1,482,0
TX000147,C00564,934.1,UPI,new,one_time,success,none,2,0.9,356,1,1126,0
TX000148,C01021,13371.76,UPI,new,monthly,success,none,3,0.78,170,1,810,0
TX000149,C00096,381.6,CARD,new,one_time,success,none,2,0.64,73,1,1492,0
TX000150,C01924,769.94,UPI,returning,monthly,success,none,2,0.79,27,1,672,0
TX000151,C01758,319.76,UPI,returning,one_time,success,none,1,0.81,201,1,1172,0
TX000152,C02533,2842.56,WALLET,returning,yearly,success,none,0,0.67,150,0,958,0
TX000153,C02279,5938.36,NETBANKING,new,one_time,success,none,2,0.74,294,1,600,0
TX000154,C02797,5825.05,UPI,new,one_time,success,none,3,0.91,80,1,647,0
TX000155,C01679,3729.2,CARD,returning,monthly,success,none,0,0.77,160,1,1086,0
TX000156,C00541,899.99,NETBANKING,returning,yearly,success,none,2,0.94,57,1,959,0
TX000157,C01060,761.1,UPI,returning,monthly,success,none,0,0.85,283,1,410,0
TX000158,C02573,206.2,UPI,new,monthly,failed,network_error,0,0.81,200,1,230,1
TX000159,C01184,8399.05,UPI,returning,one_time,failed,insufficient_funds,0,0.78,23,1,495,1
TX000160,C01723,1752.81,UPI,returning,one_time,success,none,1,0.8,320,1,697,0
TX000161,C01820,670.51,NETBANKING,returning,monthly,success,none,0,0.88,86,1,169,0
TX000162,C02626,4138.37,UPI,returning,monthly,failed,insufficient_funds,1,0.79,354,1,1207,1
TX000163,C02730,414.57,UPI,returning,one_time,failed,bank_timeout,3,0.76,248,1,1484,1
TX000164,C02605,1646.85,UPI,returning,monthly,success,none,3,0.92,234,1,1074,0
TX000165,C01598,922.76,UPI,returning,monthly,success,none,0,0.28,58,1,536,0
TX000166,C02694,2076.99,UPI,returning,monthly,success,none,1,0.72,304,0,8,0
TX000167,C00796,1029.09,CARD,new,one_time,success,none,2,0.92,262,0,905,0
TX000168,C01052,257.0,UPI,returning,monthly,failed,expired_card,3,0.91,259,1,9,1
TX000169,C01644,1182.72,CARD,returning,one_time,failed,expired_card,2,0.67,63,1,275,1
TX000170,C01364,3130.24,CARD,new,one_time,success,none,0,0.91,112,1,1078,0
TX000171,C01982,1065.06,UPI,returning,monthly,success,none,1,0.86,326,0,115,0
TX000172,C01355,2380.62,CARD,returning,monthly,success,none,2,0.95,336,1,1168,0
TX000173,C01664,385.47,CARD,returning,monthly,success,none,1,0.62,77,1,1122,0
TX000174,C01530,1068.21,UPI,returning,one_time,success,none,3,0.85,336,0,193,0
TX000175,C02039,587.27,UPI,returning,yearly,success,none,3,0.51,36,1,1404,0
TX000176,C01497,2314.57,CARD,returning,one_time,success,none,1,0.74,101,1,1149,0
TX000177,C02238,1131.72,WALLET,returning,yearly,success,none,3,0.78,31,1,340,0
TX000178,C01409,2186.54,UPI,returning,one_time,failed,expired_card,3,0.99,132,1,690,1
TX000179,C01401,3254.23,UPI,returning,one_time,success,none,3,0.39,277,1,381,0
TX000180,C01307,2189.92,UPI,returning,one_time,success,none,2,0.79,143,1,1180,0
TX000181,C02681,1441.04,UPI,returning,one_time,success,none,3,0.75,276,0,540,0
TX000182,C02676,404.15,CARD,new,monthly,success,none,1,0.62,220,1,213,0
TX000183,C00973,1093.58,UPI,returning,yearly,success,none,3,0.77,6,1,230,0
TX000184,C01769,643.49,UPI,new,one_time,success,none,1,0.86,243,1,1227,0
TX000185,C01283,777.39,UPI,returning,monthly,success,none,1,0.86,165,1,268,0
TX000186,C00710,754.06,UPI,returning,yearly,failed,expired_card,2,0.78,3,1,742,0
TX000187,C01480,411.61,UPI,returning,monthly,success,none,1,0.85,110,0,1161,0
TX000188,C01435,154.88,UPI,returning,one_time,success,none,2,0.82,215,1,836,0
TX000189,C00649,562.2,UPI,new,yearly,success,none,1,0.72,348,1,1156,0
TX000190,C00318,1330.59,NETBANKING,new,one_time,success,none,1,0.9,131,1,944,0
TX000191,C01258,284.81,NETBANKING,returning,monthly,success,none,2,0.73,288,0,1231,0
TX000192,C00684,1113.97,UPI,returning,monthly,failed,insufficient_funds,2,0.91,164,1,942,1
TX000193,C00664,7333.94,UPI,new,one_time,success,none,1,0.61,334,1,676,0
TX000194,C01999,3050.49,UPI,new,monthly,success,none,1,0.47,130,1,1226,0
TX000195,C01632,5673.39,UPI,returning,one_time,failed,insufficient_funds,0,0.81,81,1,842,1
TX000196,C01496,1621.53,UPI,new,one_time,success,none,1,0.89,163,0,1066,0
TX000197,C01137,3524.56,UPI,returning,one_time,success,none,2,0.9,169,1,526,0
TX000198,C01854,531.68,CARD,returning,yearly,success,none,1,0.84,25,1,884,0
TX000199,C01521,575.74,UPI,returning,yearly,success,none,0,0.8,101,0,1199,0
TX000200,C02490,100.0,UPI,new,one_time,success,none,1,0.91,58,1,1412,0
TX000201,C00564,3590.85,CARD,new,one_time,success,none,3,0.66,223,1,164,0
TX000202,C01292,5117.0,CARD,returning,one_time,failed,network_error,0,0.82,17,1,1447,1
TX000203,C01637,630.7,UPI,returning,monthly,success,none,2,0.66,185,1,828,0
TX000204,C03000,850.69,UPI,new,yearly,success,none,3,0.89,311,1,170,0
TX000205,C00699,516.02,UPI,new,yearly,failed,insufficient_funds,2,0.84,46,1,554,1
TX000206,C02161,1607.85,UPI,new,monthly,success,none,1,0.91,123,1,1015,0
TX000207,C00002,3377.64,UPI,returning,monthly,failed,network_error,0,0.94,7,1,264,1
TX000208,C00642,191.95,UPI,returning,one_time,success,none,2,0.8,359,1,1254,0
TX000209,C02268,1651.5,UPI,new,one_time,success,none,1,0.94,22,1,1148,0
TX000210,C01590,831.58,CARD,returning,monthly,success,none,2,0.9,213,1,626,0
TX000211,C00855,1228.31,CARD,returning,monthly,failed,network_error,3,0.84,301,1,425,1
TX000212,C01760,1735.4,UPI,returning,monthly,success,none,1,0.95,210,1,1488,0
TX000213,C02433,908.5,UPI,returning,one_time,success,none,0,0.73,57,1,557,0
TX000214,C01662,988.72,UPI,returning,one_time,success,none,1,0.51,121,1,1243,0
TX000215,C01154,885.48,UPI,returning,one_time,success,none,2,0.96,318,1,920,0
TX000216,C01077,2893.77,UPI,returning,yearly,success,none,1,0.85,8,1,1163,0
TX000217,C01708,1666.97,NETBANKING,returning,monthly,success,none,2,0.88,327,1,848,0
TX000218,C02778,1367.29,CARD,returning,one_time,success,none,0,0.64,135,1,240,0
TX000219,C01696,307.68,NETBANKING,returning,yearly,success,none,2,0.73,221,1,437,0
TX000220,C01734,751.01,CARD,new,monthly,success,none,3,0.83,215,1,1052,0
TX000221,C01440,2693.7,WALLET,returning,one_time,success,none,2,0.46,302,1,523,0
TX000222,C02295,1138.76,CARD,new,one_time,success,none,0,0.88,11,1,1204,0
TX000223,C00836,2120.76,WALLET,returning,monthly,success,none,3,0.58,26,1,340,0
TX000224,C00203,6415.75,UPI,new,monthly,success,none,0,0.89,360,0,545,0
TX000225,C00123,3098.29,UPI,returning,monthly,failed,card_declined,1,0.79,314,1,266,1
TX000226,C00401,1203.7,CARD,returning,monthly,failed,insufficient_funds,0,0.74,265,0,893,1
TX000227,C00767,657.87,WALLET,returning,one_time,success,none,3,0.77,1,1,176,0
TX000228,C00294,100.0,UPI,returning,one_time,success,none,2,0.96,318,1,746,0
TX000229,C02328,926.69,UPI,returning,monthly,success,none,1,0.8,316,1,1013,0
TX000230,C02932,791.55,UPI,new,monthly,failed,expired_card,0,0.92,29,1,643,1
TX000231,C00198,1620.3,CARD,new,one_time,failed,bank_timeout,2,0.9,298,1,645,1
TX000232,C01931,940.2,UPI,new,one_time,success,none,0,0.82,348,1,230,0
TX000233,C02800,796.01,CARD,returning,one_time,failed,network_error,2,0.88,147,1,164,1
TX000234,C02192,185.05,WALLET,returning,one_time,failed,bank_timeout,0,0.85,143,1,780,1
TX000235,C00609,428.39,NETBANKING,returning,one_time,success,none,1,0.82,311,1,799,0
TX000236,C01148,1766.32,UPI,returning,monthly,success,none,1,0.81,207,1,1193,0
TX000237,C00187,6099.17,UPI,returning,monthly,success,none,1,0.63,231,0,1498,0
TX000238,C02512,994.73,UPI,returning,one_time,success,none,2,0.91,168,1,226,0
TX000239,C01795,1522.05,UPI,returning,monthly,success,none,1,0.74,309,1,877,0
TX000240,C00660,2842.61,UPI,returning,monthly,success,none,1,0.75,176,0,807,0
TX000241,C02812,487.41,CARD,returning,one_time,success,none,1,0.82,151,1,1133,0
TX000242,C01956,1582.58,UPI,new,monthly,failed,expired_card,2,0.87,282,0,208,0
TX000243,C02451,522.96,NETBANKING,new,one_time,failed,network_error,1,0.5,286,1,1496,0
TX000244,C01370,2604.05,NETBANKING,new,monthly,success,none,3,0.94,217,1,1003,0
TX000245,C01987,1275.89,UPI,returning,one_time,failed,network_error,1,0.57,206,1,901,1
TX000246,C01535,1478.01,WALLET,returning,one_time,success,none,0,0.59,111,1,321,0
TX000247,C00147,501.4,CARD,returning,monthly,success,none,2,0.56,245,1,1386,0
TX000248,C02912,2223.93,UPI,returning,one_time,success,none,1,0.84,117,1,648,0
TX000249,C01735,8819.43,UPI,new,one_time,success,none,1,0.77,93,1,660,0
TX000250,C01844,400.25,UPI,returning,one_time,success,none,1,0.85,54,1,803,0
TX000251,C00489,780.74,UPI,returning,monthly,failed,insufficient_funds,0,0.94,64,1,94,1
TX000252,C02977,1382.44,CARD,new,yearly,success,none,0,0.62,77,0,1330,0
TX000253,C01960,2407.65,UPI,returning,one_time,success,none,0,0.95,297,0,431,0
TX000254,C01664,626.69,CARD,returning,one_time,success,none,1,0.95,206,1,1307,0
TX000255,C02599,100.0,UPI,new,monthly,failed,card_declined,2,0.86,255,0,438,0
TX000256,C02386,4269.23,UPI,returning,one_time,success,none,2,0.94,165,1,803,0
TX000257,C02920,2346.09,CARD,new,monthly,success,none,0,0.7,222,1,147,0
TX000258,C00641,191.91,CARD,new,one_time,failed,bank_timeout,1,0.68,230,0,437,1
TX000259,C01803,597.31,UPI,returning,monthly,failed,expired_card,2,0.77,170,0,362,0
TX000260,C02521,5261.56,UPI,returning,monthly,failed,card_declined,1,0.94,64,1,1321,1
TX000261,C01970,4664.78,NETBANKING,returning,one_time,success,none,3,0.76,196,1,102,0
TX000262,C02199,2803.55,CARD,returning,monthly,failed,card_declined,0,0.68,337,1,1156,1
TX000263,C01439,919.55,UPI,returning,monthly,failed,insufficient_funds,0,0.9,273,0,1475,1
TX000264,C01635,1191.52,UPI,new,one_time,failed,network_error,3,0.9,341,1,375,0
TX000265,C00263,962.06,UPI,returning,one_time,success,none,1,0.8,133,0,1099,0
TX000266,C01788,3388.83,UPI,returning,one_time,success,none,2,0.73,285,0,45,0
TX000267,C02192,456.76,CARD,returning,one_time,success,none,2,0.72,155,1,412,0
TX000268,C02394,489.9,NETBANKING,returning,one_time,success,none,3,0.76,343,1,488,0
TX000269,C00624,3011.74,CARD,returning,monthly,success,none,0,0.69,47,1,324,0
TX000270,C01017,1049.05,UPI,new,monthly,failed,expired_card,1,0.87,248,1,946,1
TX000271,C00881,4352.33,NETBANKING,returning,yearly,success,none,3,0.69,296,0,167,0
TX000272,C02050,560.31,UPI,returning,monthly,success,none,3,0.83,263,1,1411,0
TX000273,C02945,1038.18,NETBANKING,returning,monthly,success,none,0,0.89,157,1,879,0
TX000274,C01328,435.98,UPI,returning,monthly,success,none,2,0.48,287,1,1237,0
TX000275,C02302,1104.74,UPI,new,yearly,success,none,1,0.93,305,0,537,0
TX000276,C00453,250.0,CARD,new,one_time,success,none,1,0.64,125,1,813,0
TX000277,C01184,673.42,UPI,new,one_time,failed,card_declined,0,0.68,330,1,67,1
TX000278,C02057,260.8,CARD,returning,one_time,failed,card_declined,1,0.89,298,0,1233,1
TX000279,C01683,2194.97,CARD,returning,monthly,success,none,1,0.9,16,1,599,0
TX000280,C02864,2245.29,UPI,new,one_time,failed,bank_timeout,1,0.94,15,0,1169,1
TX000281,C02256,194.36,CARD,returning,one_time,success,none,1,0.69,128,1,597,0
TX000282,C01155,4162.56,UPI,new,monthly,failed,expired_card,0,0.75,160,1,463,0
TX000283,C00404,13325.24,UPI,returning,yearly,failed,expired_card,1,0.78,330,1,1139,1
TX000284,C02200,1148.26,WALLET,new,yearly,success,none,2,0.68,219,1,761,0
TX000285,C02102,577.6,NETBANKING,returning,monthly,success,none,0,0.76,326,1,786,0
TX000286,C01697,18477.9,UPI,returning,one_time,success,none,1,0.89,268,1,1334,0
TX000287,C00628,293.25,UPI,returning,yearly,success,none,3,0.42,270,1,77,0
TX000288,C00587,1118.91,UPI,returning,yearly,success,none,0,0.78,107,1,384,0
TX000289,C01649,1312.41,CARD,new,yearly,success,none,2,0.67,72,1,818,0
TX000290,C01444,4209.7,NETBANKING,returning,monthly,success,none,1,0.95,267,1,571,0
TX000291,C01446,1571.43,UPI,returning,one_time,success,none,1,0.51,19,0,1039,0
TX000292,C00104,666.05,NETBANKING,new,one_time,success,none,3,0.9,362,1,181,0
TX000293,C00254,423.61,UPI,returning,yearly,success,none,3,0.32,7,1,953,0
TX000294,C02558,779.13,UPI,returning,one_time,success,none,0,0.73,346,1,844,0
TX000295,C01497,400.64,NETBANKING,new,one_time,success,none,0,0.86,144,1,366,0
TX000296,C00099,1150.35,UPI,new,monthly,success,none,0,0.96,218,1,970,0
TX000297,C02201,623.78,UPI,new,one_time,success,none,3,0.72,136,1,1463,0
TX000298,C01885,246.16,CARD,new,yearly,success,none,0,0.84,142,1,1341,0
TX000299,C02962,3847.37,UPI,returning,one_time,success,none,0,0.5,84,1,888,0
TX000300,C01920,666.69,UPI,new,one_time,success,none,1,0.75,115,1,333,0
TX000301,C00878,308.54,NETBANKING,returning,yearly,success,none,0,0.94,140,1,1346,0
TX000302,C00338,926.8,CARD,returning,one_time,failed,card_declined,0,0.8,95,1,1134,1
TX000303,C02870,1174.23,NETBANKING,new,yearly,success,none,3,0.91,215,1,530,0
TX000304,C00957,191.24,UPI,returning,monthly,success,none,0,0.87,39,1,354,0
TX000305,C01705,1527.9,UPI,new,monthly,failed,network_error,2,0.79,118,1,308,1
TX000306,C00161,384.85,WALLET,returning,one_time,failed,expired_card,3,0.78,275,1,162,1
TX000307,C01604,6069.48,UPI,returning,monthly,failed,expired_card,1,0.97,295,1,405,1
TX000308,C02849,1851.89,UPI,new,one_time,success,none,0,0.72,106,1,683,0
TX000309,C00398,735.17,UPI,new,yearly,success,none,1,0.71,43,1,457,0
TX000310,C01301,520.52,UPI,new,one_time,failed,bank_timeout,1,0.79,183,1,787,1
TX000311,C00816,987.36,UPI,returning,one_time,success,none,0,0.84,207,1,1162,0
TX000312,C01528,2023.92,NETBANKING,returning,yearly,success,none,2,0.75,10,0,34,0
TX000313,C01920,1069.03,WALLET,returning,monthly,success,none,2,0.58,146,1,1230,0
